"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Marshall Islands","MHL","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5500","6199.99980926514","6400.00009536743","6400.00009536743","4599.99990463257","5199.99980926514","5400.00009536743","6000","7199.99980926514","9000","9199.99980926514","5800.00019073486","7199.99980926514","6000","5400.00009536743","4599.99990463257","4599.99990463257","4599.99990463257","","4900.00009536743","6300.00019073486","5400.00009536743","6000","6800.00019073486","6099.99990463257","","","","",
"Middle income","MIC","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","272242177.642206","290883939.878856","313607078.142713","319024055.670605","339709726.834185","369017840.438975","375000502.556763","394155191.535862","384233687.467532","441446433.229989","473913514.762399","490340950.463383","529427962.309045","546648340.211786","531427960.483845","557355435.100641","567578027.413788","589199451.633794","607530503.440111","615263536.557329","639288627.722806","655230626.632627","711194514.825387","758857901.867136","790163362.933784","","","","",
"North Macedonia","MKD","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","147000","136000","121000","157000","181000","224000","99000","123000","158000","165000","197000","202000","230000","255000","259000","262000","327000","351000","400000","425000","486000","510000","631000","707000","758000","118000","","","",
"Mali","MLI","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42000","98000","75000","83000","82000","86000","89000","96000","110000","113000","143000","153000","164000","190000","160000","169000","160000","134000","142000","168000","159000","173000","193000","203000","217000","","","","",
"Malta","MLT","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1193000","1123000","1238000","1326000","1402000","1387000","1439000","1483000","1512000","1428000","1484000","1521000","1723000","1832000","1608000","1815000","1916000","2007000","2013000","2162000","2383000","2592000","2944000","3232000","3519000","718000","","","",
"Myanmar","MMR","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","194000","490000","491000","478000","435000","416000","475000","487000","597000","657000","660000","630000","716000","731000","763000","792000","816000","1059000","2044000","3081000","4681000","2907000","3443000","3551000","4364000","903000","","","",
"Middle East & North Africa (excluding high income)","MNA","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19191329.6533158","19510659.710607","20050583.661372","20887113.8793171","23817985.9770455","25593702.3451128","25760103.4882257","29063175.7213185","30679598.5713338","37570149.4747039","38948343.127265","42009917.5303136","44628483.8891179","50431455.7722435","53336591.5994165","62924889.1240411","50267660.084527","53404835.8225871","51878546.9522724","51968618.0440225","47236883.3574178","41373623.8181917","48550026.9757678","58807590.7872825","65756226.1253439","","","","",
"Montenegro","MNE","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","136000","142000","188000","272000","378000","984000","1031000","1044000","1088000","1201000","1264000","1324000","1350000","1560000","1662000","1877000","2077000","2510000","351000","","","",
"Mongolia","MNG","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","108000","71000","82000","197000","160000","158000","192000","235000","205000","305000","345000","408000","455000","469000","465000","557000","627000","624000","515000","506000","467000","471000","543000","598000","637000","66900.0015258789","","","",
"Northern Mariana Islands","MNP","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","676000","736000","695000","490000","502000","529000","444000","476000","459000","536000","507000","436000","389000","397000","354000","379000","341000","401000","439000","460000","479000","531000","660000","518000","487000","","","","",
"Mozambique","MOZ","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","404000","943000","726000","711000","954000","1095000","1259000","1439000","1711000","1836000","2013000","2206000","1970000","1751000","1634000","1715000","1514000","2870000","2033000","","","","",
"Mauritania","MRT","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24000","30000","","","","","","","","","","","","","","","","","","","","","","","",
"Mauritius","MUS","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","437000","509000","558000","579000","600000","678000","675000","709000","721000","739000","782000","807000","933000","970000","890000","956000","983000","984000","1015000","1065000","1174000","1307000","1371000","1431000","1418000","316000","","","",
"Malawi","MWI","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","192000","194000","207000","220000","254000","228000","266000","383000","424000","427000","438000","638000","735000","742000","755000","746000","767000","770000","795000","819000","805000","849000","837000","871000","","","","","",
"Malaysia","MYS","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7469000","7138000","6211000","5551000","7931000","10222000","12775000","13292000","10577000","15703000","16431000","17547000","20973000","22052000","23646000","24577000","24714000","25033000","25715000","27437000","25721000","26757000","25948000","25832000","26101000","4333000","","","",
"North America","NAC","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","121946000","126582000","128163000","123389000","125400000","127520000","118580000","109814000","101468000","106929000","108161000","217203000","206332000","203623000","185758000","188476000","172989421.875","197557890.625","205052906.25","204449359.375","205016531.25","206045484.375","206060750","201364921.875","198713000","","","","",
"Namibia","NAM","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","421000","560000","610000","681000","694000","759000","700000","799000","739000","986000","856000","961000","1048000","1079000","1100000","1114000","1163000","1245000","1327000","1429000","1488000","1551000","1581000","1639000","1651000","187100.006103516","","","",
"New Caledonia","NCL","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86000","91000","105000","104000","100000","110000","101000","104000","102000","100000","101000","100000","103000","104000","99000","99000","112000","112000","108000","107000","114000","116000","121000","120000","130000","31000","","","",
"Niger","NER","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35000","68000","68000","41000","39000","50000","52000","39000","55000","57000","58000","60000","48000","73000","66000","74000","82000","94000","123000","135000","135000","152000","164000","157000","192000","85000","","","",
"Nigeria","NGA","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1031000","1230000","1292000","1357000","1425000","1492000","1753000","2046000","2253000","2646000","2778000","3056000","5239000","5820000","6053000","6113000","3765000","4673000","4038000","4803000","6017000","5265000","","","","","","","",
"Nicaragua","NIC","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","341000","388000","453000","483000","530000","581000","584000","579000","646000","735000","804000","891000","978000","1011000","1010000","1071000","1122000","1233000","1273000","1390000","1456000","1596000","1958000","1412000","1455000","474000","","","",
"Netherlands","NLD","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6574000","6580000","7841000","9312000","9874000","10003000","9500000","9595000","9181000","9646000","10012000","10739000","11008000","10104000","9921000","10883000","11300000","11680000","12783000","13925000","15007000","15828000","17924000","18780000","20129000","7265000","","","",
"Norway","NOR","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2880000","2746000","2702000","3256000","3223000","3104000","3073000","3111000","3269000","3628000","3824000","4070000","4377000","4347000","4346000","4767000","4963000","4538000","4778000","4855000","5361000","5960000","6252000","5688000","5879000","1397000","","","",
"Nepal","NPL","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","363000","394000","422000","464000","492000","464000","361000","275000","338000","385000","375000","384000","527000","500000","510000","603000","736000","803000","798000","790000","539000","753000","940000","1173000","1197000","230000","","","",
"Nauru","NRU","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1409000","1529000","1497000","1485000","1607000","1787000","1909000","2045000","2104000","2334000","2366000","2409000","2455000","2483000","2473000","2530000","2617000","2574000","2710000","2854000","3129000","3494000","3723000","3858000","3888000","996000","","","",
"OECD members","OED","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","795118244.720831","831172520.253365","856883568.52738","869658676.22773","883337847.075084","914409802.004406","857416270.350922","845244937.712176","829225858.783764","883810873.550967","917093718.802883","1057049130.58298","1057756515.07794","1052020400.64877","1012277275.00541","1023509318.93545","1038728158.55374","1089410317.44598","1129790906.25","1163739359.375","1200190531.25","1244329484.375","1299260750","1331200523.4375","1364524985.83971","","","","",
"Oman","OMN","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1095000","1112000","1210000","1407000","1101000","1385000","1360000","1540000","1584000","1500000","1393000","1714000","1923000","2225000","2634000","3207000","3178000","3242000","3506000","869000","","","",
"Other small states","OSS","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16652119.2727538","16883667.8103977","18570111.7224138","19110481.739071","20547389.6381497","22028654.6392303","22699583.1219669","23251643.3106456","23525106.4866688","25484888.2669086","25761318.5276691","27999916.1464853","30898966.0376497","32780642.4708487","32486504.5585054","37843566.1639165","33747412.9930026","36199883.0066766","39516963.5989652","42941757.4901031","43653648.1222278","46851127.1015183","49979552.7638719","51524462.8351512","51930012.4665974","","","","",
"Pakistan","PAK","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","378000","369000","375000","429000","432000","557000","500000","498000","501000","648000","798000","898000","840000","823000","855000","907000","1161000","966000","","","","","","","","","","","",
"Panama","PAN","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","417000","443000","504000","529000","555000","600000","737000","800000","897000","1004000","1070000","1215000","1428000","1575000","1562000","1726000","2004000","2086000","2202000","2305000","2553000","2379000","2517000","2487000","2494000","647000","","","",
"Peru","PER","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1650000","1938000","2227000","2451000","2581000","2681000","2948000","3299000","3642000","4010000","4062000","4381000","4718000","4992000","5384000","5275000","1119000","","","",
"Philippines","PHL","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1760000","2049000","2223000","2149000","2171000","1992000","1797000","1933000","1907000","2291000","2623000","2843000","3092000","3139000","3017000","3520000","3917000","4273000","4681000","4833000","5361000","5967000","6621000","7168000","8261000","1483000","","","",
"Palau","PLW","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53000","69000","74000","64000","55000","58000","54000","59000","63000","89000","81000","82000","88000","81000","71000","85000","111000","120000","108000","140000","162000","138000","123000","106000","94000","18399.9996185303","","","",
"Papua New Guinea","PNG","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","120000","126000","146000","165000","175000","182000","191000","199000","198000","182000","195000","211000","39000","","","",
"Poland","POL","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82244000","87439000","87817000","88592000","89118000","84515000","61431000","50735000","52130000","61918000","64606000","65115000","66208000","59935000","53840000","58340000","60745000","67390000","72310000","73750000","77743000","80476000","83804000","85946000","88515000","","","","",
"Pre-demographic dividend","PRE","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5604094.71888572","6361336.48216399","6655188.86129647","6706266.20616713","7482302.79196999","7836650.59517142","8489704.81069139","9597982.87325824","9756308.31129177","11371716.1872645","12787723.6587618","14207513.3171143","17963991.8687194","18545304.5832531","19842113.5215822","21206463.3824829","20093300.3505309","21339533.62322","20780542.2066995","21408619.2301547","24064888.6903973","24362726.9411335","","","","","","","",
"Puerto Rico","PRI","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4087000","4110000","4350000","4671000","4221000","4566000","4908000","4364000","4402000","4889000","5073000","5022000","5062000","5213000","4415000","4379000","4214000","4197000","4210000","4456000","5051000","5003000","4927000","4260000","4931000","3882000","","","",
"Korea, Dem. People's Rep.","PRK","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9511000","9730000","10172000","11295000","11632000","12097000","12167000","11644000","11707000","10639000","10612000","11282000","6788000","6962000","6439000","6756000","7264000","7503000","9177000","10497000","11723000","13359000","15432000","16186000","17283000","4208000","","","",
"Paraguay","PRY","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15678000","12868000","10955000","9818000","6569000","3924000","3550000","3194000","2859000","2589000","2648000","2830000","3005000","3118000","3183000","3171000","3365000","3655000","3538000","3455000","4102000","4318000","4744000","4183000","4368000","1077000","","","",
"West Bank and Gaza","PSE","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","220000","210000","200000","300000","310000","43000","33000","37000","56000","88000","123000","264000","387000","396000","522000","449000","490000","545000","556000","432000","400000","503000","606000","688000","93000","","","",
"Pacific island small states","PSS","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1082228.46747333","1202558.03383862","1241227.85576344","1349967.00415346","1427095.93276674","1519503.13739346","1571298.37390325","1590536.61141141","1675831.86865082","1836886.92745203","1885809.47177424","1928869.84006484","1752269.77187474","","","","",
"Post-demographic dividend","PST","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","625506506.709444","654992725.371065","686264932.036658","686678006.631416","702246548.439962","745500956.77357","734362506.082342","745620332.427176","739424033.795264","791914175.228682","822568061.024317","972284577.685083","984896479.657769","981136584.590932","943253696.670807","968795923.894539","994042514.717074","1040611729.01327","1080304353.78184","1105378388.11543","1128129854.07553","1175947745.43724","1223167398.08182","1257774889.54502","1275198369.71218","","","","",
"French Polynesia","PYF","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","186000","184000","201000","211000","236000","","","","","","","","243000","227000","190000","179000","196000","210000","214000","228000","239000","241000","254000","264000","300000","89400.0015258789","","","",
"Qatar","QAT","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1482000","1700000","2057000","2324000","2612000","2839000","2941000","2938000","2256000","1819000","2136500","582000","","","",
"Romania","ROU","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5445000","5205000","5149000","4831000","5224000","5264000","4938000","4794000","5595000","6600000","5839000","6037000","7722000","8862000","7575000","7498000","7611000","7937000","8019000","8442000","9331000","10223000","10926000","11720000","12815000","5023000","","","",
"Russian Federation","RUS","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10290000","16208000","17463000","16188000","18820000","21169000","21595000","23309000","22521000","22064000","22201000","22486000","22909000","23676000","21339000","22281000","24932000","28177000","30792000","32421000","33729000","24571000","24390000","24551000","24419000","6359000","","","",
"Rwanda","RWA","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","531000","610000","669000","664000","667000","908000","1061000","1122000","1220000","1298000","1377000","1570000","1711000","1634000","","","","",
"South Asia","SAS","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3942956.14861517","4070439.60310367","4314275.3383732","4447429.39144951","4705756.65588704","5028560.725451","4693365.34838113","4527657.85904164","5212015.08793534","6372282.54475846","6697186.83648525","7599967.11673451","8429239.64081341","8726421.00599968","8418738.53250294","9476200.13936716","10853945.5497007","11239336.2246949","12150072.2092162","19662201.2171565","20005025.7892767","22126613.5453606","23793410.4549282","26712613.6296487","27102764.1528023","","","","",
"Saudi Arabia","SAU","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4398000","","","","","","","","","11083000","10417000","10962000","13479000","17717000","13319000","13025000","15776000","19847000","19934000","23010000","21834000","20887000","18607000","17570000","20292000","","","","",
"Sudan","SDN","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29000","38000","30000","36000","39000","38000","50000","52000","52000","61000","246000","328000","436000","440000","420000","495000","536000","575000","591000","684000","741000","800000","813000","836000","","","","","",
"Senegal","SEN","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","502000","677000","779000","876000","879000","877000","815000","906000","977000","967000","1069000","976000","1014000","1219000","1376000","","","","","","",
"Singapore","SGP","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7137000","7292000","7198000","6242000","6958000","7691000","7522000","7567000","6127000","8329000","8943000","9751000","10285000","10116000","9683000","11642000","13171000","14496000","15568000","15095000","15231500","16403000","17425000","18508000","19116000","2742000","","","",
"Solomon Islands","SLB","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11800.0001907349","10300.0001907349","13800.0001907349","15800.0001907349","","5199.99980926514","","","6599.99990463257","5599.99990463257","9399.99961853027","11500","13699.9998092651","16299.9992370605","18299.9992370605","20500","22899.9996185303","23899.9996185303","24399.9996185303","20100.0003814697","21600.0003814697","23200.0007629395","25700.0007629395","27899.9996185303","28899.9996185303","4400.00009536743","","","",
"Sierra Leone","SLE","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75000","95000","53000","31000","60000","59000","66000","71000","","","","",
"El Salvador","SLV","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","867000","804000","885000","798000","1030000","1306000","1501000","1720000","1875000","1482000","1606000","1634000","1738000","1822000","1886000","1973000","2052000","2247000","2536000","2639000","707000","","","",
"San Marino","SMR","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3368000","3345000","3308000","3264000","3148000","3071000","3036000","3102000","2882000","2812000","2107000","2136000","2164000","2112000","2056000","1976000","2038000","1869000","1905000","2004000","1888000","2000000","1937000","1874000","1904000","","","","",
"Somalia","SOM","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","312000","339000","392000","453000","469000","696000","646000","645000","683000","764000","810000","922000","1029000","1132000","1281000","1497000","1711000","1847000","446000","","","",
"Sub-Saharan Africa (excluding high income)","SSA","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14193466.9318057","16049754.0253316","16643490.6603954","17777716.2817035","19153012.3265307","19437981.3801742","20377864.5491969","22023890.3822426","22796021.3552279","24570128.1884486","26229482.2972481","29607860.52355","34490086.8944156","35560286.3026162","36521793.401362","40138969.9284351","40525618.3202266","42980384.6013304","44484730.5513001","46265055.5840422","48672074.1038622","50877194.3830237","52496629.8574719","56247033.3736039","55555231.2954125","","","","",
"South Sudan","SSD","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14323566.3398926","16195085.0560172","16782783.7409395","17915072.3873026","19286169.6499337","19581432.3755935","20519199.901893","22162330.2629762","22926433.4292146","24699148.8251034","26367736.5442803","29762488.2419261","34665318.3696877","35737670.056065","36704327.0214213","40334502.4625717","40741755.2848056","43202323.0203332","44728989.8968498","46510985.5551164","48979055.5101286","51223036.3828596","52899581.2058794","56673405.0653589","56014499.1539477","","","","",
"Small states","SST","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26850086.5211965","28033106.2926365","29835947.2775361","30787258.3160229","32723887.6434749","35393988.8060768","35693405.2055465","36594901.9751022","38156636.5093622","42165941.5153621","41471204.5548666","43973149.9445357","47057081.1040025","48541042.9091718","49158502.0041125","55249470.4460836","51988608.9846822","54646954.0177452","58059805.3091627","62560577.1639981","63973751.9338524","71729395.1557745","75794208.0555262","78864839.6236104","79086475.9232005","","","","",
"Sao Tome and Principe","STP","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6199.99980926514","6400.00009536743","4800.00019073486","5599.99990463257","5800.00019073486","7099.99990463257","7500","9199.99980926514","10000","10600.0003814697","15800.0001907349","12300.0001907349","11800.0001907349","14500","15199.9998092651","8000","12199.9998092651","","","","25600.0003814697","28899.9996185303","28899.9996185303","33400.0015258789","","","","","",
"Suriname","SUR","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69000","74000","78000","70000","72000","72000","68000","","100000","","","154000","167000","151000","151000","206000","221000","240000","250000","253000","229000","257000","279000","","","","","","",
"Slovak Republic","SVK","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12583000","11556000","14936000","17376000","15406000","15299000","","","","","",
"Slovenia","SVN","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","732000","832000","974000","977000","884000","1090000","1219000","1302000","1373000","1499000","1555000","1617000","1751000","1958000","1824000","2049000","2236000","2377000","2502000","2675000","3022000","3397000","3991000","4425000","4702000","1216000","","","",
"Sweden","SWE","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2310000","2376000","2388000","2573000","2595000","3828000","4108000","4276000","4268000","4676000","4883000","4729000","5224000","4555000","4899000","5183000","11567000","12372000","10980000","10522000","6482000","6782000","7054000","7440000","7616000","1957000","","","",
"Eswatini","SWZ","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1337000","1635000","986000","1253000","1151000","1312000","1371000","1543000","","1182000","1200000","1230000","1186000","1344000","1343000","1328000","1278000","1299000","1325000","1256000","1279000","1343000","1277000","1226000","345299.987792969","","","",
"Sint Maarten (Dutch part)","SXM","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024000","1022000","1325000","1339000","1061000","1300000","1271000","1436000","1600000","1823000","1956000","1890000","1891000","1821000","1655000","1956000","2080000","2210000","2253000","2502000","2407000","2197000","1640000","1775000","1952000","","","","",
"Seychelles","SYC","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","127000","142000","136000","134000","130000","140000","138000","135000","127000","126000","135000","151000","171000","173000","178000","191000","210000","216000","237000","239000","296000","333000","382000","405000","428000","124500","","","",
"Syrian Arab Republic","SYR","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2253000","2435000","2332000","2464000","2682000","3412000","3671000","4678000","4837000","6334000","5859000","5682000","5434000","6951000","7721000","10970000","6476000","","","","","1043000","1291000","1802000","2424000","","","","",
"Turks and Caicos Islands","TCA","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","757000","865000","899000","1010000","968000","1069000","1330000","1316000","1296000","1243000","1463000","1599000","370399.993896484","","","",
"Chad","TCD","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19000","20000","27000","41000","46000","43000","57000","32000","21000","26000","29000","46000","77000","61000","70000","71000","77000","86000","97000","119000","120000","98000","87000","63000","81000","10399.9996185303","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69853349.8367868","76266007.7297434","82316854.1192203","87401715.0554024","100507096.96412","115002176.277714","123938277.922709","134842642.006044","124198110.590745","150908208.180781","163954997.33495","172620607.18768","186123962.562092","186639516.741198","184114105.551066","197693903.397956","205576450.423001","209238311.638102","214704672.466978","216907017.848004","229644083.48217","243207453.386259","263898378.255022","277743234.61904","289300101.805405","","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","141570364.492243","156481486.23577","174016177.871742","170133780.815835","174152912.557907","185016223.155066","166982996.211989","163685842.015533","170010345.351618","192355295.09094","204584907.690285","210284391.704246","233796926.398741","236802923.236252","218138478.16132","228004885.432018","244817219.02465","258377683.993857","273457449.6319","267581214.264126","278325392.262029","274218218.147916","294608725.405586","314784745.548675","331546366.211299","","","","",
"Togo","TGO","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53000","58000","92000","69000","70000","60000","57000","58000","61000","83000","81000","94000","86000","74000","150000","202000","300000","235000","327000","282000","273000","338000","514000","573000","876000","482000","","","",
